code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
AL018003,AL,16.0141892,PINUS HALEPENSIS,666.11,615,731,1low,1974.1,37.34525,-2.41379,NA,0,0,0,0,4,0,0,1,3,1,0,0,NA,0,1,1,1,1,0,1,1,1,5,4,2,1,phale,P. halepensis
AL018004,AL,19.5622095,PINUS HALEPENSIS,696.94,611,795,1low,2721.48,37.34267,-2.41024,NA,0,1,NA,1,2,0,0,1,2,2,0,0,0,0,1,1,1,2,0,1,1,1,5,5,2,1,phale,P. halepensis
AL019001,AL,167.82797970000001,PINUS NIGRA SSP SALZM.,1300.66,969,1589,2medium,6309.32,37.28772,-2.43606,NA,3,3,0,0,4,0,0,0,2,0,0,2,2,0,0,0,1,1,1,0,1,1,4,4,2,4,pnig_sal,P. nigra
AL019002,AL,11.0686895,PINUS HALEPENSIS,1444.74,1411,1481,2medium,1648.96,37.29287,-2.46631,NA,0,0,0,0,3,0,0,0,1,2,NA,0,0,0,1,0,1,2,0,0,1,1,3,4,2,3,phale,P. halepensis
AL019003,AL,350.5071883,PINUS NIGRA SSP SALZM.,1420.42,1108,1618,2medium,14079.28,37.27716,-2.43665,NA,4,0,0,2,4,0,0,0,1,0,0,0,NA,0,0,1,1,1,1,0,1,2,3,4,3,3,pnig_sal,P. nigra
AL019004,AL,33.9143112,PINUS NIGRA SSP SALZM.,1544.13,1459,1632,2medium,3856.45,37.28947,-2.47215,NA,0,0,0,0,2,1,0,0,1,2,0,0,1,0,1,1,2,3,0,0,2,0,3,4,2,3,pnig_sal,P. nigra
AL019005,AL,130.8275212,PINUS NIGRA SSP SALZM.,1596.47,1491,1766,2medium,7761.9,37.2759,-2.40874,NA,4,0,2,2,3,0,0,2,2,0,0,1,2,1,2,2,1,2,2,0,1,1,3,5,3,4,pnig_sal,P. nigra
AL019006,AL,558.8731536,PINUS NIGRA SSP SALZM.,1655.69,1414,1954,2medium,14671.9,37.27085,-2.42301,NA,1,0,0,1,3,0,0,1,3,0,0,2,2,1,1,1,2,0,0,0,1,1,4,5,3,4,pnig_sal,P. nigra
AL019007,AL,13.439123,PINUS NIGRA SSP SALZM.,1181.54,1015,1300,1low,2731.16,37.28583,-2.44478,NA,2,1,0,0,3,0,0,0,2,0,0,0,NA,1,0,1,1,1,1,0,1,2,2,4,2,2,pnig_sal,P. nigra
AL019008,AL,102.2985488,PINUS NIGRA SSP SALZM.,1449.15,1171,1718,2medium,6703.37,37.2845,-2.46383,NA,0,0,0,2,3,1,0,0,1,2,0,0,0,0,0,1,1,2,0,0,2,1,3,4,2,3,pnig_sal,P. nigra
AL019009,AL,146.5108426,PINUS HALEPENSIS,1334.8,1096,1592,2medium,13333.15,37.27291,-2.46054,NA,0,0,0,2,3,0,0,1,1,1,1,1,1,0,1,1,2,2,0,0,2,0,2,4,2,2,phale,P. halepensis
AL019010,AL,70.7229728,PINUS NIGRA SSP AUSTR.,1779.57,1642,1858,3high,4725.46,37.27387,-2.4956,NA,0,0,0,0,3,1,0,1,1,2,0,0,NA,0,1,1,2,2,2,1,1,1,3,5,5,3,pnig_aus,P. nigra
AL019011,AL,121.8510763,PINUS NIGRA SSP SALZM.,1694.42,1557,1838,2medium,4591.74,37.27418,-2.50708,NA,0,0,0,0,2,1,0,0,1,2,0,0,1,0,1,1,2,2,2,1,1,2,3,4,4,4,pnig_sal,P. nigra
AL019012,AL,212.1824656,PINUS NIGRA SSP SALZM.,1754.44,1593,1893,3high,6927.51,37.26678,-2.52453,NA,0,0,0,0,2,0,0,0,0,1,0,0,NA,0,0,0,1,1,2,1,1,2,3,5,4,3,pnig_sal,P. nigra
AL019013,AL,95.1002881,PINUS NIGRA SSP SALZM.,1780.03,1640,1882,3high,9224.52,37.26617,-2.50648,NA,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,1,1,1,2,1,1,1,3,5,4,3,pnig_sal,P. nigra
AL019014,AL,70.7774589,PINUS NIGRA SSP SALZM.,1813.86,1717,1911,3high,6747.51,37.26274,-2.50427,NA,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,3,5,4,2,pnig_sal,P. nigra
AL019015,AL,604.3942835,PINUS SYLVESTRIS,1780.35,1504,2074,3high,12417.33,37.25129,-2.41723,NA,0,0,0,1,3,0,0,0,1,1,1,1,NA,0,1,1,3,0,0,0,1,2,5,3,3,3,psylv,P. sylvestris
AL019016,AL,68.5113001,PINUS SYLVESTRIS,1849.85,1773,1957,3high,5412.56,37.26172,-2.5137,NA,0,1,0,0,2,0,0,0,0,1,0,0,NA,0,0,1,1,1,2,1,1,1,4,5,4,3,psylv,P. sylvestris
AL019017,AL,101.2664493,PINUS NIGRA SSP SALZM.,1699.76,1596,1814,2medium,4683.11,37.26093,-2.54613,NA,0,0,0,1,2,0,0,0,0,1,0,0,NA,0,1,1,2,1,2,1,1,2,2,5,5,4,pnig_sal,P. nigra
AL019018,AL,125.36546329999999,PINUS SYLVESTRIS,1923.99,1789,2045,3high,4951.34,37.25279,-2.52184,NA,0,1,0,1,4,0,0,1,0,2,0,0,NA,0,1,1,1,2,3,1,1,2,4,1,3,3,psylv,P. sylvestris
AL019019,AL,382.9456012,PINUS SYLVESTRIS,1756.35,1522,1939,3high,11944.67,37.24815,-2.50048,NA,0,2,0,0,3,0,0,0,1,2,0,1,NA,0,1,1,1,2,1,0,1,1,3,3,2,2,psylv,P. sylvestris
AL019020,AL,80.9109888,PINUS NIGRA SSP SALZM.,1953.53,1853,2049,3high,5358.96,37.25244,-2.51452,NA,0,1,0,1,2,0,0,0,0,1,1,0,NA,0,1,1,1,2,3,1,1,1,4,1,4,4,pnig_sal,P. nigra
AL019021,AL,175.83016329999998,PINUS SYLVESTRIS,1703.66,1502,1828,3high,7485.2,37.25157,-2.53405,NA,0,1,0,0,3,0,0,0,0,1,0,0,NA,0,1,1,1,2,2,1,1,2,4,1,3,3,psylv,P. sylvestris
AL019022,AL,59.803915599999996,PINUS NIGRA SSP SALZM.,1667.34,1483,1780,2medium,3523.85,37.25537,-2.55385,NA,1,1,0,0,4,0,0,0,0,1,0,0,NA,0,1,1,2,2,2,1,1,2,2,3,3,3,pnig_sal,P. nigra
AL019023,AL,92.5259071,PINUS PINASTER,1420.63,1236,1644,2medium,4655.15,37.25121,-2.47537,NA,0,1,0,0,2,1,0,0,0,1,0,0,NA,0,1,1,1,1,2,1,1,1,3,4,2,3,ppinas,P. pinaster
AL019024,AL,74.26082120000001,PINUS PINASTER,1513.28,1356,1739,2medium,4218.91,37.24503,-2.46714,NA,1,3,0,0,2,1,0,0,0,2,0,0,NA,0,1,1,1,1,1,0,0,1,4,3,3,3,ppinas,P. pinaster
AL019025,AL,90.741425,PINUS NIGRA SSP SALZM.,1649.39,1473,1797,2medium,7324.45,37.24263,-2.43206,NA,1,2,0,0,1,0,0,0,0,1,0,1,NA,0,1,0,1,1,1,0,0,1,4,4,4,3,pnig_sal,P. nigra
AL019026,AL,77.3367865,PINUS NIGRA SSP SALZM.,1588.59,1396,1759,2medium,5743.84,37.24217,-2.44032,NA,1,2,0,0,2,0,0,0,0,1,0,1,NA,0,1,0,1,1,1,0,0,1,4,3,3,3,pnig_sal,P. nigra
AL019027,AL,86.8468968,PINUS NIGRA SSP SALZM.,1654.23,1500,1793,2medium,4390.33,37.24336,-2.4578,NA,5,3,0,1,2,0,0,0,1,2,0,1,NA,1,1,1,1,1,2,1,1,1,4,4,3,2,pnig_sal,P. nigra
AL019028,AL,88.2183229,PINUS NIGRA SSP SALZM.,1458.05,1302,1677,2medium,8482.53,37.24038,-2.47348,NA,0,1,0,0,4,0,0,0,0,1,0,0,NA,0,1,1,1,1,1,0,0,1,4,4,3,3,pnig_sal,P. nigra
AL019029,AL,40.579875699999995,PINUS NIGRA SSP SALZM.,1570.54,1301,1729,2medium,4803.61,37.24663,-2.48123,NA,0,2,0,0,2,0,0,0,1,1,0,0,NA,0,1,1,1,1,1,0,0,0,4,4,3,3,pnig_sal,P. nigra
AL019030,AL,1040.0892552999999,PINUS SYLVESTRIS,1904.19,1458,2162,3high,16998.66,37.2332,-2.53133,NA,1,1,0,0,2,0,0,0,0,1,0,0,NA,0,1,1,1,1,1,0,0,1,3,2,3,3,psylv,P. sylvestris
AL019031,AL,296.0933799,PINUS SYLVESTRIS,1761.71,1570,1857,3high,13028.17,37.23388,-2.43624,NA,1,1,0,0,1,0,0,0,0,1,0,0,NA,0,1,1,2,0,0,0,0,1,4,4,3,3,psylv,P. sylvestris
AL019032,AL,206.80877239999998,PINUS SYLVESTRIS,1686.41,1503,1808,2medium,6338.14,37.23361,-2.45589,NA,1,0,0,1,3,0,0,0,0,2,0,1,NA,0,2,1,2,0,0,0,0,1,4,4,3,3,psylv,P. sylvestris
AL019033,AL,263.94738709999996,PINUS SYLVESTRIS,1774.85,1602,1927,3high,7892.59,37.235,-2.50294,NA,0,0,1,0,2,1,0,0,1,2,0,1,NA,0,1,1,1,1,1,0,0,1,3,3,2,3,psylv,P. sylvestris
AL019034,AL,86.0872263,PINUS SYLVESTRIS,1850.71,1729,1929,3high,5058.93,37.22989,-2.42062,NA,1,0,0,0,1,0,0,1,0,2,1,1,NA,0,1,1,2,0,0,0,0,1,4,3,3,2,psylv,P. sylvestris
AL019035,AL,261.3769857,PINUS SYLVESTRIS,1732.42,1425,1954,3high,8506.08,37.22603,-2.4655,NA,0,2,0,0,3,0,0,1,0,2,0,0,NA,0,1,2,2,0,0,0,0,1,3,2,3,2,psylv,P. sylvestris
AL019036,AL,19.278366899999998,PINUS NIGRA SSP SALZM.,1647.19,1514,1738,2medium,2571.71,37.23249,-2.48633,NA,0,1,1,1,2,0,0,0,0,1,0,0,NA,0,1,1,1,1,1,0,0,0,3,2,3,3,pnig_sal,P. nigra
AL019037,AL,270.211363,PINUS SYLVESTRIS,1794.1,1493,1984,3high,11770.64,37.2202,-2.48288,NA,0,1,0,0,1,0,0,0,0,2,0,0,NA,0,1,1,1,1,1,0,1,1,2,2,2,2,psylv,P. sylvestris
AL019038,AL,123.8536089,PINUS NIGRA SSP SALZM.,1772.51,1619,1905,3high,9417.59,37.22437,-2.50119,NA,1,1,0,0,2,0,0,0,0,1,0,0,NA,0,1,1,1,1,1,0,1,1,3,4,2,3,pnig_sal,P. nigra
AL019039,AL,72.3869472,PINUS SYLVESTRIS,1889.46,1846,1941,3high,4357.95,37.22599,-2.43568,NA,1,0,0,0,1,0,0,1,0,2,0,0,NA,0,2,1,2,0,0,0,0,1,3,4,3,2,psylv,P. sylvestris
AL019040,AL,76.4478135,PINUS SYLVESTRIS,1825.81,1686,1909,3high,4388.01,37.22235,-2.45062,NA,0,0,0,0,1,0,0,1,0,2,0,0,NA,0,1,0,1,1,1,0,0,1,3,2,3,3,psylv,P. sylvestris
AL019041,AL,220.5658511,PINUS SYLVESTRIS,1852.9,1615,2001,3high,6801.99,37.215089999999996,-2.50459,NA,1,0,0,0,2,0,0,0,0,1,0,1,NA,0,1,1,1,1,1,0,0,1,3,2,2,3,psylv,P. sylvestris
AL019042,AL,37.7046115,PINUS SYLVESTRIS,1959.82,1910,2008,3high,4940.36,37.21499,-2.47543,NA,0,1,0,0,1,0,0,1,0,2,0,1,NA,1,1,1,1,1,1,0,1,1,4,5,3,2,psylv,P. sylvestris
AL020001,AL,251.53331490000002,PINUS SYLVESTRIS,2043.65,1847,2196,3high,12783.12,37.09275,-3.01678,NA,0,0,0,0,0,1,0,0,NA,2,2,2,1,0,1,0,0,2,2,0,1,1,1,0,1,1,psylv,P. sylvestris
AL020002,AL,294.6546057,PINUS NIGRA SSP AUSTR.,2079.22,1867,2288,3high,11968.91,37.0681,-2.98175,NA,1,0,0,0,3,1,0,0,NA,1,2,3,2,1,1,0,0,1,3,2,2,1,1,1,2,2,pnig_aus,P. nigra
AL020003,AL,331.87119959999995,PINUS NIGRA SSP AUSTR.,2020.7,1763,2320,3high,12906.11,37.07434,-3.00211,NA,1,0,0,0,1,2,0,0,NA,3,2,2,1,0,1,0,0,1,3,3,2,1,1,0,2,2,pnig_aus,P. nigra
AL020004,AL,145.4765099,PINUS NIGRA SSP AUSTR.,1874,1732,2002,3high,9465.37,37.0519,-2.9817,NA,1,0,0,1,3,2,0,0,NA,2,2,3,2,1,1,0,0,2,4,4,2,1,1,1,1,1,pnig_aus,P. nigra
AL020005,AL,21.2039218,PINUS NIGRA SSP AUSTR.,1624.7,1510,1736,2medium,2428.92,37.04124,-2.98637,NA,0,0,0,0,1,1,0,0,NA,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,pnig_aus,P. nigra
AL020006,AL,40.1344755,PINUS NIGRA SSP AUSTR.,1700.58,1642,1761,3high,3765.08,37.03845,-2.97763,NA,0,0,0,0,1,1,0,0,NA,1,1,1,1,0,0,0,0,1,2,1,1,0,1,0,0,1,pnig_aus,P. nigra
AL020007,AL,10.431113999999999,PINUS NIGRA SSP AUSTR.,1653.96,1622,1690,2medium,1557.69,37.03871,-2.98233,1,0,0,0,1,1,1,0,0,NA,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,pnig_aus,P. nigra
AL020008,AL,28.660914899999998,PINUS NIGRA SSP AUSTR.,1606.84,1505,1695,2medium,4397.16,37.03546,-2.9779,NA,0,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,NA,0,1,2,1,1,0,0,0,0,1,pnig_aus,P. nigra
AL020009,AL,124.82917139999999,PINUS NIGRA SSP AUSTR.,1430.01,1283,1641,2medium,6575.88,37.02245,-2.97627,1,0,0,0,1,1,1,0,0,0,0,0,0,NA,0,0,NA,0,1,1,0,1,0,0,0,0,1,pnig_aus,P. nigra
AL021001,AL,50.6524931,PINUS HALEPENSIS,796.15,720,892,1low,3662.47,37.3362,-2.42574,NA,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,phale,P. halepensis
AL021002,AL,47.3312231,PINUS HALEPENSIS,923.96,766,1022,1low,4866.54,37.33049,-2.45979,NA,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,phale,P. halepensis
AL021003,AL,68.8178046,PINUS HALEPENSIS,1159.15,1019,1254,1low,4493.38,37.32387,-2.47307,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,phale,P. halepensis
AL021004,AL,64.2271641,PINUS HALEPENSIS,1045.86,806,1269,1low,7049.09,37.31716,-2.44461,NA,2,0,0,0,2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,4,4,2,2,phale,P. halepensis
AL021005,AL,237.6661221,PINUS HALEPENSIS,1216.42,988,1369,2medium,8665.48,37.31556,-2.46693,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halepensis
AL021006,AL,42.540089,PINUS HALEPENSIS,1100.54,959,1231,1low,3665.86,37.32183,-2.46869,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,phale,P. halepensis
AL021007,AL,24.5919107,PINUS PINASTER,1239.28,1151,1380,2medium,3965.01,37.30972,-2.42349,NA,2,0,0,4,1,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,1,1,3,4,3,4,ppinas,P. pinaster
AL021008,AL,56.173729099999996,PINUS NIGRA SSP SALZM.,1339.04,1232,1381,2medium,5382.53,37.30827,-2.47255,NA,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pnig_sal,P. nigra
AL021009,AL,57.896079,PINUS HALEPENSIS,1033.18,921,1182,1low,4036.03,37.30176,-2.44102,NA,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,2,phale,P. halepensis
AL021010,AL,123.0934898,PINUS HALEPENSIS,1394.22,1257,1536,2medium,8243.11,37.30162,-2.46987,NA,0,0,0,0,3,0,0,0,1,2,0,0,2,0,2,2,2,2,0,1,1,2,4,4,2,2,phale,P. halepensis
AL021011,AL,51.8138044,PINUS HALEPENSIS,1400.06,1272,1535,2medium,5626.18,37.30053,-2.47723,NA,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,1,2,2,3,0,2,1,1,3,4,2,4,phale,P. halepensis
AL021012,AL,66.06541990000001,PINUS NIGRA SSP SALZM.,1440.03,1329,1497,2medium,5145.73,37.29895,-2.41701,NA,5,0,0,2,3,1,0,1,3,1,1,1,1,0,1,1,1,2,2,0,1,2,3,4,2,2,pnig_sal,P. nigra
AL021014,AL,53.7012149,PINUS NIGRA SSP SALZM.,1175.53,952,1421,1low,5915.51,37.29751,-2.45153,NA,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,2,2,1,2,pnig_sal,P. nigra
AL021015,AL,18.0284403,PINUS NIGRA SSP SALZM.,1310.56,1085,1417,2medium,2643.34,37.29369,-2.43111,NA,3,3,0,0,4,0,0,0,1,2,0,1,1,0,1,1,1,1,0,0,0,1,2,4,3,3,pnig_sal,P. nigra
AL021016,AL,23.1243832,PINUS NIGRA SSP SALZM.,1491.34,1405,1564,2medium,3324.63,37.29227,-2.47416,NA,0,0,0,0,2,1,0,0,1,1,0,0,1,1,1,1,2,3,0,1,2,0,3,2,2,4,pnig_sal,P. nigra
AL021017,AL,18.6680997,PINUS NIGRA SSP SALZM.,1357.36,1269,1438,2medium,2232.11,37.29964,-2.42159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,2,0,0,2,2,2,4,2,2,pnig_sal,P. nigra
AL022001,AL,369.1311596,PINUS HALEPENSIS,578.96,383,753,0verylow,12226.91,37.19132,-1.99444,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,phale,P. halepensis
AL022002,AL,339.5379697,PINUS HALEPENSIS,297.17,139,403,0verylow,10523.55,37.16755,-1.96978,NA,1,0,0,0,2,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,phale,P. halepensis
AL023001,AL,123.9826562,PINUS SYLVESTRIS,2101.18,1870,2262,3high,4861.6,37.07843,-2.81177,NA,1,0,0,0,1,1,0,0,NA,1,0,NA,0,1,0,0,0,2,3,1,0,0,0,0,0,2,psylv,P. sylvestris
AL023002,AL,281.2380924,PINUS NIGRA SSP AUSTR.,2087.5,1860,2312,3high,20622.75,37.06854,-2.8301,NA,1,0,0,0,1,0,0,1,NA,1,0,NA,0,1,0,0,0,1,3,2,2,1,1,0,1,1,pnig_aus,P. nigra
AL023003,AL,19.9820565,PINUS NIGRA SSP AUSTR.,1890.12,1804,1981,3high,3444.87,37.06056,-2.82386,NA,1,0,0,0,1,0,0,1,NA,1,0,NA,0,0,0,0,0,2,4,2,1,1,2,0,2,2,pnig_aus,P. nigra
AL023004,AL,164.9748353,PINUS NIGRA SSP AUSTR.,1706.99,1433,1916,3high,7783.63,37.05904,-2.80623,NA,NA,NA,NA,NA,3,2,0,1,NA,1,0,NA,NA,1,0,1,0,3,3,1,2,0,1,0,2,2,pnig_aus,P. nigra
AL023005,AL,15.7244515,PINUS NIGRA SSP AUSTR.,1869.59,1688,1915,3high,4312.55,37.05645,-2.81134,NA,NA,NA,NA,NA,3,2,0,1,1,0,0,NA,1,1,0,0,0,2,5,2,1,0,2,0,1,2,pnig_aus,P. nigra
AL023006,AL,31.3237049,PINUS NIGRA SSP AUSTR.,1803.95,1716,1894,3high,3417.33,37.04932,-2.82948,2,1,0,0,1,3,0,0,1,1,1,0,NA,1,1,0,0,0,3,4,2,0,0,1,0,1,2,pnig_aus,P. nigra
AL023007,AL,2.5206515,PINUS NIGRA SSP AUSTR.,1666.8,1643,1693,2medium,829.37,37.05141,-2.79106,NA,1,0,0,1,3,0,0,0,NA,NA,1,NA,0,1,0,0,0,1,3,1,0,0,0,0,2,1,pnig_aus,P. nigra
AL023008,AL,26.7331645,PINUS NIGRA SSP AUSTR.,1632.24,1557,1693,2medium,2039.03,37.04882,-2.79249,NA,1,0,0,1,3,0,0,0,0,1,1,NA,1,1,1,0,0,1,3,1,0,0,1,0,0,2,pnig_aus,P. nigra
AL023009,AL,79.807423,PINUS NIGRA SSP AUSTR.,1551.28,1469,1667,2medium,4462.2,37.04288,-2.78851,2,1,0,0,1,3,0,0,1,1,1,1,NA,1,1,1,0,0,2,3,1,0,0,1,0,0,1,pnig_aus,P. nigra
AL023010,AL,29.730468199999997,PINUS NIGRA SSP AUSTR.,1578.37,1470,1661,2medium,4366.84,37.03928,-2.78637,NA,NA,NA,NA,NA,3,2,0,0,0,1,1,NA,1,1,0,0,0,2,3,1,0,0,1,0,0,1,pnig_aus,P. nigra
AL023011,AL,7.262987699999999,PINUS NIGRA SSP AUSTR.,1668.76,1645,1689,2medium,1310.41,37.04163,-2.8067,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,NA,1,1,0,0,0,3,3,1,0,0,1,0,0,2,pnig_aus,P. nigra
AL028001,AL,11.9620473,PINUS HALEPENSIS,421.2,379,454,0verylow,2155.94,37.00408,-2.61433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,4,1,1,5,0,1,5,0,1,1,phale,P. halepensis
AL028002,AL,62.0250446,PINUS HALEPENSIS,434.03,349,506,0verylow,11001.38,37.00312,-2.62097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,4,1,1,5,0,1,5,0,2,1,phale,P. halepensis
AL028003,AL,21.1260255,PINUS HALEPENSIS,501.85,467,540,0verylow,3924.59,37.01185,-2.63026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,4,2,1,5,0,1,5,0,2,2,phale,P. halepensis
AL028004,AL,34.4695513,PINUS HALEPENSIS,451.59,361,527,0verylow,9108.14,37.00315,-2.62738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,4,2,1,5,0,1,5,0,1,2,phale,P. halepensis
AL029001,AL,822.4740696,PINUS HALEPENSIS,1147.75,748,1725,1low,40326.07,36.89954,-2.9145,NA,2,1,0,1,2,0,0,1,1,0,0,1,1,0,0,1,2,0,0,1,2,1,1,1,1,1,phale,P. halepensis
AL029002,AL,788.4689708999999,PINUS NIGRA SSP SALZM.,1761.11,1357,1973,3high,16462.4,36.89272,-2.88116,NA,1,1,0,1,2,1,1,1,1,1,1,1,1,0,1,1,2,3,2,2,2,1,2,2,2,1,pnig_sal,P. nigra
AL029003,AL,425.72716909999997,PINUS HALEPENSIS,655.6,525,834,1low,15398.38,36.88331,-2.94719,NA,2,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,phale,P. halepensis
AL029005,AL,22.913481,PINUS PINASTER,1430.5,1314,1522,2medium,3751.97,36.87422,-2.88876,NA,1,1,0,1,2,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,ppinas,P. pinaster
AL029006,AL,17.3738536,NA,428.49,362,514,0verylow,2972.89,36.89352,-3.0223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,1,1,2,2,2,2,NA,NA
AL029007,AL,13.625473699999999,NA,481.76,409,561,0verylow,2367.74,36.90322,-3.02168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,NA,NA
AL030001,AL,407.2708108,PINUS HALEPENSIS,1108.12,621,1544,1low,20320.35,37.04648,-2.71141,NA,0,1,0,0,1,2,3,0,1,NA,1,1,3,2,2,2,0,0,1,0,2,0,1,3,0,1,phale,P. halepensis
AL030002,AL,92.63029499999999,PINUS HALEPENSIS,660.35,515,774,1low,15225.53,37.02138,-2.70797,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,0,1,3,2,2,0,0,1,0,2,1,1,2,1,1,phale,P. halepensis
AL030004,AL,456.1950397,PINUS HALEPENSIS,895.4,624,1152,1low,12657.07,36.98279,-2.72412,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
AL030005,AL,232.2766346,PINUS HALEPENSIS,1031.19,766,1361,1low,9250.07,36.96675,-2.72581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,phale,P. halepensis
AL030006,AL,76.7599545,PINUS HALEPENSIS,1166.09,1022,1280,1low,4090.28,36.95984,-2.72562,NA,2,0,0,2,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,phale,P. halepensis
AL030007,AL,232.0313301,PINUS HALEPENSIS,1600.56,1495,1757,2medium,10354.35,36.91044,-2.75433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,1,4,0,1,1,2,3,3,2,phale,P. halepensis
AL031001,AL,205.4794456,PINUS HALEPENSIS,587.99,475,723,0verylow,8738.37,37.33424,-2.23538,NA,2,NA,2,2,3,NA,NA,1,2,0,3,0,0,0,1,1,3,0,0,0,0,0,1,3,2,1,phale,P. halepensis
AL031002,AL,166.849949,PINUS HALEPENSIS,648.27,493,833,1low,11966.31,37.32266,-2.20212,NA,4,NA,2,1,3,0,NA,2,1,0,2,1,0,0,1,1,2,1,0,0,0,0,2,3,2,1,phale,P. halepensis
AL032001,AL,92.7178364,PINUS HALEPENSIS,254.2,217,302,0verylow,4003.24,36.97678,-2.01201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,2,1,0,3,4,1,1,1,phale,P. halepensis
AL032002,AL,53.7552589,PINUS HALEPENSIS,147.26,117,173,0verylow,4021.44,36.98036,-1.96156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,4,4,0,4,4,0,2,2,phale,P. halepensis
AL033001,AL,76.79300330000001,NA,879.82,739,1045,1low,5889.02,37.14596,-2.44237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,3,4,4,4,4,2,NA,NA
AL035001,AL,455.23297520000006,PINUS HALEPENSIS,439.49,194,664,0verylow,26993.95,37.35025,-1.89427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,0,1,1,4,0,0,1,1,1,3,phale,P. halepensis
AL035002,AL,27.0816352,PINUS HALEPENSIS,302.86,167,395,0verylow,4268.41,37.3296,-1.92117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,4,1,1,4,0,1,4,0,1,2,phale,P. halepensis
AL037001,AL,158.99009099999998,PINUS HALEPENSIS,1542.35,1307,1918,2medium,10100.16,37.63941,-2.25267,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,phale,P. halepensis
AL037002,AL,46.6601534,PINUS HALEPENSIS,1047.37,991,1120,1low,5629.64,37.61272,-2.22304,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,phale,P. halepensis
